,,,,,,,36057,C S,1213,10,Programming with Python,"Chekuri, Omkar Saiswaroop Varma",Jan 13 - May 2,9 out of 120,No Wait List,
C S 1213-010 -Programming with Python,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17771,C S,3980,23,Honors Research (HONORS),"Veras, Richard",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-023 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Richard Veras,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,25390,C S,4013,1,Artificial Intelligence,"Habibi, Golnaz",Jan 13 - May 2,2 out of 90,0 Waiting
C S 4013-001 -Artificial Intelligence,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Golnaz Habibi,Seats Left:,2 out of 90,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Slashlisted with C S 5013) Prerequisite: CS 2413 or CS 2414, and CS 2813 or MATH 2513. Study of the methods of search, knowledge representation, heuristics, and other aspects of automating the solution of problems requiring intelligence. No student may earn credit for both 4013 and 5013. (Sp)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,10:30 am - 11:45 am,Sarkeys Energy Ctr N0202,TR,,,,,,,,,,,
,May 7 (Final Exam),8:00 am - 10:00 am,Sarkeys Energy Ctr N0202,W,,,,,,,,,,,
,,,,,,,42028,C S,4033,1,Machine Learning Fundamentals,"Diochnos, Dimitrios",Jan 13 - May 2,2 out of 20,0 Waiting
C S 4033-001 -Machine Learning Fundamentals,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dimitrios Diochnos,Seats Left:,2 out of 20,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Slashlisted with C S 5033) Prerequisite: (C S 2413 or C S 2414) and (C S 2813 or MATH 2513) and (MATH 4753 or ISE 3293 or MATH 4743 or ECE 2523) and MATH 3333 and (MATH 2443 or MATH 2934). Topics include decision trees, relational learning, neural networks, Bayesian learning, reinforcement learning, multiple-instance learning, feature selection, learning appropriate representations, clustering, and kernel methods. No student may earn credit for both 4033 and 5033. (F)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,11:00 am - 11:50 am,Devon Energy Hall 120,MWF,,,,,,,,,,,
,May 9 (Final Exam),1:30 pm - 3:30 pm,Devon Energy Hall 120,F,,,,,,,,,,,
,,,,,,,47837,C S,4033,2,Machine Learning Fundamentals,"Lin, Beiyu",Jan 13 - May 2,2 out of 20,0 Waiting
C S 4033-002 -Machine Learning Fundamentals,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Beiyu Lin,Seats Left:,2 out of 20,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Slashlisted with C S 5033) Prerequisite: (C S 2413 or C S 2414) and (C S 2813 or MATH 2513) and (MATH 4753 or ISE 3293 or MATH 4743 or ECE 2523) and MATH 3333 and (MATH 2443 or MATH 2934). Topics include decision trees, relational learning, neural networks, Bayesian learning, reinforcement learning, multiple-instance learning, feature selection, learning appropriate representations, clustering, and kernel methods. No student may earn credit for both 4033 and 5033. (F)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,11:00 am - 11:50 am,Carson Engr Ctr 438,MWF,,,,,,,,,,,
,May 9 (Final Exam),1:30 pm - 3:30 pm,Carson Engr Ctr 438,F,,,,,,,,,,,
,,,,,,,34076,C S,4053,1,Computer Graphics,"Weaver, Christopher",Jan 13 - May 2,10 out of 50,0 Waiting
C S 4053-001 -Computer Graphics,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Christopher Weaver,Seats Left:,10 out of 50,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Slashlisted with C S 5053) Prerequisite: C S 2413 or CS 2414, and C S 2813 or MATH 2513, and MATH 3333. An introduction to computer graphics. Topics include coordinate systems, transformations, rendering in both two and three dimensions, and graphical programming. No student may earn credit for both 4053 and 5053. (F)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,4:30 pm - 5:45 pm,Devon Energy Hall 130,TR,,,,,,,,,,,
,May 9 (Final Exam),10:30 am - 12:30 pm,Devon Energy Hall 130,F,,,,,,,,,,,
,,,,,,,40529,C S,4063,1,Human Computer Interaction,"Quadri, Ghulam",Jan 13 - May 2,1 out of 90,0 Waiting
C S 4063-001 -Human Computer Interaction,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ghulam Quadri,Seats Left:,1 out of 90,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Slashlisted with C S 5063) Prerequisite: C S 2413 or CS 2414, and C S 2813 or MATH 2513. An introduction to human-computer interaction and graphical user interfaces. Topics include principles of human-computer interaction, human perceptual and cognitive abilities, user interface analysis and design, window systems, and social implications of computing. Current user interface programming tools will be described and used. Oral presentations are required for some assignments. No student may earn credit for both 4063 and 5063. (Sp)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,12:00 pm - 1:15 pm,Felgar Hall 300,TR,,,,,,,,,,,
,May 6 (Final Exam),1:30 pm - 3:30 pm,Felgar Hall 300,T,,,,,,,,,,,
,,,,,,,42026,C S,4173,1,Computer Security,"Zhao, Shangqing",Jan 13 - May 2,6 out of 120,0 Waiting
C S 4173-001 -Computer Security,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Shangqing Zhao,Seats Left:,6 out of 120,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Slashlisted with C S 5173) Prerequisite: CS 3113. An introduction to computer security. Topics include applied cryptography, access control, programming and software security, operating system security, network security protocols, and the legal and ethical aspects of security software. (F)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,3:00 pm - 4:15 pm,Dale Hall 103,TR,,,,,,,,,,,
,May 6 (Final Exam),4:30 pm - 6:30 pm,Dale Hall 103,T,,,,,,,,,,,
,,,,,,,17678,C S,G4273,1,Capstone Design Project,"Abdulhak, Mansoor",Jan 13 - May 2,15 out of 120,0 Waiting
C S G4273-001 -Capstone Design Project,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Mansoor Abdulhak,Seats Left:,15 out of 120,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"Prerequisite: C S 3203, and C S major or C S minor. Students working in teams implement a significant software product, including design documents, user's guide, and process reports. Emphasis is on data abstraction and reusable components. Students will make reasoned choices among software components. Students will practice oral/written communication skills, learn about professional social issues and responsibilities. No student may obtain credit for C S 4273 and C S 5213. (F, Sp) [V]",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,12:00 pm - 12:50 pm,Gallogly Hall 127,MWF,,,,,,,,,,,
,May 7 (Final Exam),1:30 pm - 3:30 pm,Gallogly Hall 127,W,,,,,,,,,,,
,,,,,,,27777,C S,G4323,1,Compiler Construction,"Veras, Richard",Jan 13 - May 2,6 out of 67,0 Waiting
C S G4323-001 -Compiler Construction,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Richard Veras,Seats Left:,6 out of 67,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
Prerequisite: C S 2413 or C S 2414 and C S 3823. Introduction to the theory and implementation of programming language compilers and interpreters. Class projects require the design of medium scale software systems. (Sp),Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,12:00 pm - 1:15 pm,Carson Engr Ctr 117,TR,,,,,,,,,,,
,May 6 (Final Exam),1:30 pm - 3:30 pm,Carson Engr Ctr 117,T,,,,,,,,,,,
,,,,,,,46496,C S,4410,1,Programming Competition,"Fagg, Andrew",Jan 13 - May 2,20 out of 20,0 Waiting
C S 4410-001 -Programming Competition,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Andrew Fagg,Seats Left:,20 out of 20,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"Prerequisite: Permission of Instructor. Prepare students to participate in regional, national, and international computer programming competitions. Students will work in teams to solve challenging computer programming problems. (F, Sp)",Repeatable:,Times: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,6:00 pm - 8:00 pm,Devon Energy Hall 130,T,,,,,,,,,,,
,,,,,,,37277,C S,G4413,995,Algorithm Analysis,"Lakshmivarahan, S",Jan 13 - May 2,7 out of 200,0 Waiting
C S G4413-995 -Algorithm Analysis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
S Lakshmivarahan,Seats Left:,7 out of 200,Schedule:,Lecture,Delivery:,Asynchronous Online,,,,,,,,,
Class Description,Term:,Online Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Crosslisted with DSA 4413) Prerequisites: C S 2413 and C S 2813; or MATH 2513; or C S 5005. Design and analysis of algorithms and measurement of their complexity. This course introduces various algorithm design strategies: divide and conquer, greedy principle and dynamic programming to solve a variety of problems using algorithms of various types - deterministic and randomized, serial and parallel, centralized and decentralized, program based and circuit based. (F)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,Times not available,Online,Days not available,,,,,,,,,,,
,,,,,,,42228,C S,4433,1,Linear Optimization,"Khanmohammadi, Sina",Jan 13 - May 2,1 out of 22,0 Waiting
C S 4433-001 -Linear Optimization,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sina Khanmohammadi,Seats Left:,1 out of 22,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Slashlisted with C S 5433) Prerequisite: MATH 3333 or Math 4373. This course will introduce the theory and practice of linear programming. Topics include geometry of linear programming, simplex method, duality theory, and network flow problems. No student may earn credit for both 4433 and 5433. (F, Sp)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,9:00 am - 10:15 am,Carson Engr Ctr 439,TR,,,,,,,,,,,
,May 9 (Final Exam),8:00 am - 10:00 am,Carson Engr Ctr 439,F,,,,,,,,,,,
,,,,,,,36419,C S,4473,1,PDN Programming,"Pan, Chongle",Jan 13 - May 2,3 out of 80,0 Waiting
C S 4473-001 -PDN Programming,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chongle Pan,Seats Left:,3 out of 80,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Slashlisted with C S 5473) Prerequisite: CS 3113 and CS 4413. Parallel and distributed architectures, algorithms, programming paradigms and network communication protocols and programming. Topics include asynchronous/synchronous computation, GPU architectures, load balancing, memory hierarchies, other parallel and distributed models of computation, concepts about computer networks, including internet protocol stack and internet architecture, and socket programming using TCP and UDP. No student may earn credit for both 4473 and 5473. (Sp)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,4:30 pm - 5:45 pm,Sarkeys Energy Ctr A0235,TR,,,,,,,,,,,
,May 9 (Final Exam),10:30 am - 12:30 pm,Sarkeys Energy Ctr A0235,F,,,,,,,,,,,
,,,,,,,17691,C S,G4613,1,Computer Architecture,"Barnes Jr, Ronald",Jan 13 - May 2,2 out of 71,0 Waiting
C S G4613-001 -Computer Architecture,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ronald Barnes Jr,Seats Left:,2 out of 71,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Crosslisted with ECE 4613) Prerequisite: ECE 3223 or C S 2614 or C S 2613. Covers basic concepts of computer system design and communication between components, along with current and historical examples of computer architecture. (F, Sp)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,8:00 am - 8:50 am,Devon Energy Hall 120,MWF,,,,,,,,,,,
,May 6 (Final Exam),10:30 am - 12:30 pm,Devon Energy Hall 120,T,,,,,,,,,,,
,,,,,,,17781,C S,4910,2,Senior Reading and Research,"Ebert, David",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-002 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
David Ebert,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 232,Days not available,,,,,,,,,,,
,,,,,,,17782,C S,4910,3,Senior Reading and Research,"Trytten, Deborah",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-003 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Deborah Trytten,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 234,Days not available,,,,,,,,,,,
,,,,,,,17783,C S,4910,4,Senior Reading and Research,"Atiquzzaman, Mohammed",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-004 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Mohammed Atiquzzaman,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 250,Days not available,,,,,,,,,,,
,,,,,,,17784,C S,4910,5,Senior Reading and Research,"Pan, Chongle",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-005 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chongle Pan,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 231,Days not available,,,,,,,,,,,
,,,,,,,17785,C S,4910,6,Senior Reading and Research,"Diochnos, Dimitrios",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-006 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dimitrios Diochnos,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
